url,title,author,story,ingredients,steps,review_count,primary_alcohol
https://www.liquor.com/kumquat-breakfast-martini-cocktail-recipe-5214355,Kumquat Breakfast Martini,Liquor.com,"Kumquats might not be the first fruit you think to turn to for using in cocktails. The tiny orange citrus fruit, although packed full of tart flavor some describe as between a lime and a tangerine, yields almost no juice. Even if you had the patience to try squeezing dozens of them, akin to trying to make a Daiquiri with key limes, it would get you nowhere. Fortunately, there are other ways of incorporating the fruit’s unique flavor into your drinks. This recipe from bar star Naren Young uses an innovative one. A riff on the iconic Breakfast Martini created by London bartender Salvatore Calabrese, Young’s recipe calls for making a kumquat marmalade, cooking the fruit into the classic jam-like treat along with a variety of spices, and incorporating a heaping bar spoon of the marmalade into the drink. When it’s shaken with gin, orange liqueur, and freshly squeezed lemon juice, the resulting cocktail features layers of citrus flavors. It might be a bit much for an ordinary breakfast, despite its name, but it does make a great brunch cocktail, and is lovely at any time of day. Breakfast Martini 24 ratings","[{'quantity': '1 1/2', 'unit': 'ounces', 'ingredient': 'London Dry gin'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'Cointreau'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lemon juice, freshly squeezed'}, {'quantity': '1', 'unit': 'heaping barspoon', 'ingredient': 'kumquat marmalade'}, {'quantity': '', 'unit': '', 'ingredient': 'Garnish: orange twist', 'note': 'Garnish'}]","['Add all ingredients into a shaker with ice and shake until well-chilled.', 'Fine-strain into a chilled cocktail glass.', 'Garnish with an orange twist.']",8,gin
https://www.liquor.com/perfect-martini-cocktail-recipe-5213928,Perfect Martini,Kathryn Maier,"When the classic Brooklyn restaurant Gage & Tollner was recently resurrected by the team of Ben Schneider, Sohui Kim, and bar pro St. John Frizell, it was decided that its drink list would feature only cocktails that had appeared on the menu of the restaurant’s original incarnation. The team knew they wanted to focus on Martinis, covering many of the standard bases—vodka, gin, classic, dirty—and decided to throw in a variation not often seen on contemporary menus: the Perfect Martini. Like the Perfect Manhattan , its name refers not (just) to the fact that it's a perfectly made Martini, but to its relatively uncommon recipe, which calls for splitting the vermouth : using both sweet and dry styles in equal, or ""perfect,"" proportions. The Gage & Tollner team has tweaked this formula to, well, perfection. Its version skews more vermouth-heavy than you might expect: Their drink is essentially a type of Reverse Martini , containing more vermouth than gin. And it calls for the unexpected addition of a bit of maraschino liqueur for a touch of nuanced sweetness. “For us, this little extra touch brightened the drink up; it made it distinct from the other Martinis on the list,” says Stephen Bielawski, who was the head bartender at Gage & Tollner before heading upstairs from the restaurant to helm the newly opened tropical bar Sunken Harbor Club . The split bitters are another unique touch: The Gage & Tollner house bitters used in the drink are a 50-50 blend of Angostura aromatic bitters and Bogart’s Bitters from The Bitter Truth, said to have been reverse-engineered from a Jerry Thomas-era bottle. According to Bielawski, however, the cocktail will turn out just fine if you use either type of bitters on its own. The decision to make some of these very specific tweaks, or use, say, multiple ingredients when a single one would be perfectly adequate, came out of the pandemic, he says. “With the boom in at-home bartending over the long sequestering, I think it’s fun when a bar does something that you either can’t do at home or is too much of a pain.” For instance, the restaurant’s Manhattan employs six ingredients: two ryes, two sweet vermouths, and two types of bitters. “It really is over-the-top,” he admits. “These little touches are easy for us to do, but they give an extra layer to the drinks for people who are already used to the standard version.” The Perfect Martini is a phenomenally food-friendly drink, ideal with the steaks and hearty old-fashioned seafood dishes the restaurant serves. That was intentional, according to Bielawski, who says that every cocktail on the menu was considered in terms of what dishes it would go well with—“Especially the Martinis; those are such excellent food cocktails,” he says. The Perfect Martini’s inclusion of sweet vermouth allows it to match with some dishes that other Martini variations can’t, because the extra flavor lets it stand up to some of the richer items. “I really think it goes with any of the more savory, steakhouse-y options on the menu,” says Bielawski. The cocktail is dry enough to be enjoyed as an appetite-whetting aperitif, while the touch of sweetness from the sweet vermouth and bit of maraschino makes it suitable for after the meal as well. “You can have it with really any course,” he says. It’s a cocktail that has truly earned its name in multiple ways. “I love the name Perfect Martini,” says Bielawski. “Obviously, it comes from the use of both sweet and dry vermouth. But to me, it’s an actually perfect Martini, because it’s the most adaptable of the Martini family.” Perfect Manhattan 415 ratings","[{'quantity': '1 1/2', 'unit': 'ounces', 'ingredient': 'Beefeater gin'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'Dolin dry vermouth'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'Cocchi Torino sweet vermouth'}, {'quantity': '1/2', 'unit': 'teaspoon', 'ingredient': 'Luxardo maraschino liqueur'}, {'quantity': '1', 'unit': 'dash', 'ingredient': 'bitters'}, {'quantity': '', 'unit': '', 'ingredient': 'lemon twist', 'note': 'Garnish'}]","['Add all ingredients into a mixing glass with ice and stir until well-chilled.', 'Strain into a chilled coupe glass.', 'Garnish with a lemon twist.']",31,gin
https://www.liquor.com/dorchester-cocktail-recipe-5209797,Dorchester,Liquor.com,"At first glance, this cocktail, created by Erik Adkins for the eternally popular Slanted Door restaurant in San Francisco, seems like a cross between a Hemingway Daiquiri and a Last Word: You could say the gin replaces the former's rum, or that grapefruit takes the place of the green Chartreuse in the latter, along with some slight changes in the proportions. If you like both of those classic cocktails, you're sure to adore this new twist. Its bright flavors are lovely at any time, which may be why the cocktail has remained on the restaurant’s menu for many years. But it’s especially wonderful in wintertime, when grapefruit is in season and at its very peak. Be sure to use classic yellow grapefruit rather than pink; you’ll want the higher acidity in order to balance the sweet maraschino. Last Word 443 ratings","[{'quantity': '1 1/2', 'unit': 'ounces', 'ingredient': 'Beefeater gin'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'Luxardo maraschino liqueur'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lime juice, freshly squeezed'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'grapefruit juice, freshly squeezed'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'simple syrup'}]","['Add all ingredients into a shaker with ice and shake until well-chilled.', 'Strain into a chilled coupe glass.']",38,gin
https://www.liquor.com/tomato-spritz-cocktail-recipe-5194224,Tomato Spritz,Liquor.com,"Tomatoes are a woefully underutilized cocktail ingredient. Particularly at their peak of ripeness in late summer, they add acidity and brightness to a drink, as well as a beautifully vegetal note that plays well with a large range of ingredients. When using tomatoes, it’s best to let them steal the spotlight and keep the other ingredients to a minimum. This spritz rendition, created by bar manager Masahiro Urushido at Saxon + Parole, does exactly that, using the vegetable in two different ways to add a burst of late-summer flavor to this bubbly drink. 9 Spritzes to Try Right Now RELATED ARTICLE","[{'quantity': '1/4', 'unit': 'ounce', 'ingredient': ""Hendrick's gin""}, {'quantity': '2', 'unit': 'ounces', 'ingredient': 'Martini & Rossi extra-dry vermouth'}, {'quantity': '1 1/2', 'unit': 'ounces', 'ingredient': 'tomato water'}, {'quantity': '1/4', 'unit': 'ounce', 'ingredient': 'cherry tomato shrub'}, {'quantity': '', 'unit': '', 'ingredient': 'Club soda, chilled, to top'}, {'quantity': '', 'unit': '', 'ingredient': 'Prosecco, chilled, to top'}, {'quantity': '', 'unit': '', 'ingredient': 'Garnish: cherry tomato, halved', 'note': 'Garnish'}, {'quantity': '', 'unit': '', 'ingredient': 'Garnish: parsley stalk', 'note': 'Garnish'}]","['Add all ingredients except club soda and prosecco into a Collins glass filled with ice and stir to combine.', 'Top with equal parts club soda and prosecco, and stir again briefly and gently to combine.', 'Garnish with a halved cherry tomato and a parsley stalk.']",14,gin
https://www.liquor.com/word-up-cocktail-recipe-5190082,Word Up,Kelly Magyarics,"The classic Last Word is a polarizing cocktail, beloved by many drinkers for its balance of sweet, sour and herbaceous flavors. It’s derided by others for exactly the same reason; those drinkers call its disparate notes too strong or “spiky.” Some bartenders get around the latter argument by playing with the proportions; the cocktail’s gin, green Chartreuse, maraschino liqueur and lime juice are normally added in equal parts, but a little more gin and lime and a little less of the other two ingredients make for a softer drink. Jake Larragoite, the food and beverage manager at The Apothecary Lounge in Albuquerque, takes a different approach entirely: He swaps out the green Chartreuse, instead using green creme de menthe. “Equal parts gin, maraschino liqueur, creme de menthe and lime juice gives you a fresh, vibrant cocktail with just enough sweet and sour to please the palate,” Larragoite says of his take on the drink. “If you learn what makes creme de menthe unique and begin to appreciate it for what it is, you can start to use it with purpose” What the #$@! Do I Do with This? Creme de Menthe: What It Is and How to Use It. RELATED ARTICLE","[{'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'gin'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'green creme de menthe'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'maraschino liqueur'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lime juice'}, {'quantity': '', 'unit': '', 'ingredient': 'Garnish: lime wheel', 'note': 'Garnish'}, {'quantity': '', 'unit': '', 'ingredient': 'Garnish: mint sprig', 'note': 'Garnish'}]","['Add all ingredients into a shaker with ice and shake until well-chilled.', 'Strain into a chilled coupe glass.', 'Garnish with a lime wheel and a mint sprig.']",11,gin
https://www.liquor.com/rye-house-spring-beer-cocktail-recipe-5189916,Rye House Spring Beer Cocktail,Liquor.com,"This drink comes from New York City’s now-shuttered Rye House, where the cocktail dream team of Jim Kearns and Lynette Marrero once slung drinks relatively early in their respective illustrious careers. Many drinks had a base of rye and other types of whiskey, sure, but other American-made spirits got heavy play as well. The duo featured a beer cocktail each season; their spring option one year was this quaffable combination. Its split base of genever and applejack gets enhanced by loganberry liqueur (the berry is a blackberry-raspberry hybrid), plus lime juice and ginger syrup , topped with lager beer. The result is a light yet complex mix, simultaneously sweet, fruity, sour and spicy, and eminently refreshing. Kearns and Marrero may have dreamed it up to represent spring, but we’d argue this complexly flavored combo is perfect at any time of year. Beer Cocktails to Try Right Now RELATED ARTICLE","[{'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'Bols genever'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'Laird’s applejack'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'Clear Creek loganberry liqueur'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lime juice, freshly squeezed'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'ginger syrup'}, {'quantity': '', 'unit': '', 'ingredient': 'Lager beer (such as Blue Point)'}, {'quantity': '', 'unit': '', 'ingredient': 'lime wedge', 'note': 'Garnish'}]","['Add the genever, applejack, loganberry liqueur, lime juice and ginger syrup into a shaker with ice and shake until well-chilled.', 'Strain into a highball glass filled with fresh ice.', 'Strain into a highball glass filled with fresh ice.', 'Garnish with a lime wedge.']",0,liqueur
https://www.liquor.com/cucumber-gimlet-cocktail-recipe-5176290,Cucumber Gimlet,Liquor.com,"The Gimlet , essentially a gin sour, is one of the most refreshing classic cocktails: Just combine gin, lime and simple syrup , and you have yourself a perfect poolside sipper or veranda drink. How to make it even more refreshing and summery? Add cucumber, slightly twisting it into a sweetly herbaceous cocktail that’s reminiscent of an afternoon at the spa. You’ll want to use a lighter and more floral gin for this drink to emphasize the notes the cucumber adds. The cocktail lends itself to riffs and additions, like the Cucumber, Basil & Lime Gimlet , which replaces the gin with vodka and adds basil and a splash of lemonade to the classic recipe. Feel free to experiment and add your own favorite summer flavors. You might just come up with your own signature cocktail! Gimlet 477 ratings","[{'quantity': '3', 'unit': '', 'ingredient': 'cucumber wheels, thickly sliced'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'simple syrup'}, {'quantity': '2', 'unit': 'ounces', 'ingredient': ""gin (such as Hendrick's)""}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lime juice, freshly squeezed'}, {'quantity': '', 'unit': '', 'ingredient': 'cucumber wheel, sliced thinly', 'note': 'Garnish'}]","['Add the cucumber wheels and simple syrup into a shaker and muddle.', 'Add the gin, the lime juice and ice and shake until well-chilled.', 'Strain into a coupe glass.', 'Garnish with a cucumber wheel.']",47,gin
https://www.liquor.com/quill-cocktail-recipe-5121046,Quill,Liquor.com,"You would be forgiven for thinking you’ve seen this before. On paper, the Quill looks merely like a plain ol’ Negroni with a rinse of absinthe . Your brain calculates the flavor quickly: the Negroni’s bittersweetness plus a hint of anise-flavored liqueur . But in actuality, this cocktail is far more than the sum of its parts. The absinthe lends both brightness and depth to the drink, taking the classic Negroni into another dimension. The drink is included in an edition of Harry McElhone’s classic cocktail book “ Harry's ABC of Mixing Cocktails ” that was updated in the 1990s, but it doesn’t appear in earlier ones. (The book was originally published in 1930.) The 1996 edition credits Frank C. Payne of New York with creating the drink. It seems Payne was a theatrical press agent who with his peers formed a union in the 1920s to represent their interests. This union published a magazine called The Quill. The cocktail by its same name may not possess the sort of literary history as, say, the Green Isaac’s Special or even Vesper , but there’s something fun about drinks inspired by works of the typewriter, pen or even, of course, quill. Negroni 1592 ratings","[{'quantity': '1/4', 'unit': 'ounce', 'ingredient': 'absinthe'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'gin'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'Campari'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'sweet vermouth'}, {'quantity': '', 'unit': '', 'ingredient': 'orange twist', 'note': 'Garnish'}]","['Add the absinthe into a rocks glass and swirl it around to completely coat the inside of the glass.', 'Discard the excess absinthe and set the glass aside.', 'Add the gin, Campari and vermouth into a mixing glass with ice and stir until well-chilled.', 'Strain into the prepared glass over a large ice cube.', 'Express the oils from an orange twist over the drink and garnish with the twist.']",47,gin
https://www.liquor.com/blood-sage-cocktail-recipe-5119331,Blood Sage,Liquor.com,"Created by Portland, Oregon, bar pro Ryan Magarian, this fruity and herbaceous take on a classic Gin Sour looks deceptively simple yet is packed with complex complementary flavors. It starts with blood oranges, a winter citrus named for the maroon hue of its flesh and coveted for the sweet, almost raspberrylike tinge to its flavor. Two wedges get muddled with fresh sage leaves, which contribute their pungent herbal flavor with notes of citrus and pine. Magarian is the co-founder of Aviation gin, flavored with botanicals including lavender, cardamom and sarsaparilla, so naturally his recipe calls specifically for that bottle’s soft flavors, although you should feel free to try any London dry or similar style of gin. Be sure to dry-shake this cocktail before adding ice in order to maximize the egg white’s froth and texture. The resulting foam provides the perfect setting for an additional sage leaf to finish it off. 12 Ways to Use Blood Oranges in Cocktails RELATED ARTICLE","[{'quantity': '2', 'unit': 'blood orange', 'ingredient': 'blood orange'}, {'quantity': '2', 'unit': 'leaves', 'ingredient': 'fresh sage'}, {'quantity': '2', 'unit': 'ounces', 'ingredient': 'gin'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lime juice'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'simple syrup'}, {'quantity': '1', 'unit': '', 'ingredient': 'egg white'}, {'quantity': '', 'unit': '', 'ingredient': 'sage leaf', 'note': 'Garnish'}]","['Add the orange wedges and sage leaves into a shaker and gently muddle.', 'Add the gin, lime juice, simple syrup and egg white, and vigorously dry-shake (without ice).', 'Fill with ice and vigorously shake again until well-chilled.', 'Strain into a chilled cocktail glass.', 'Garnish with a sage leaf.']",20,gin
https://www.liquor.com/sour-shandy-cocktail-recipe-5116339,Sour Shandy,Kate Dingwall,"In the small canon of beer cocktails , the Shandy takes the top spot. The two-ingredient drink , a combination of beer and citrus juice (often lemonade) is a refreshing and low-effort sipper and arguably one of the best session drinks out there. Speed Rack cofounder and Llama Group beverage director Lynnette Marrero adds complexity to the simple drink by reaching for beer syrup and an extra splash of the clear spirit of your choice, but her drink is still a breeze to make. The sour beer syrup can be made ahead of time. When it’s drink o’clock, simply pour the ingredients over ice and sip away. How to Use Beer Syrups in Your Drinks RELATED ARTICLE","[{'quantity': '1', 'unit': 'ounce', 'ingredient': 'clear spirit of choice (such as aquavit, gin, tequila, vodka or white rum)'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lemon, lime or grapefruit juice, freshly squeezed'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'syrup*'}, {'quantity': '', 'unit': '', 'ingredient': 'Lager beer, chilled, to top'}, {'quantity': '', 'unit': '', 'ingredient': 'citrus slice', 'note': 'Garnish'}]","['Add the spirit, citrus juice and sour beer syrup into a pint glass with a few ice cubes and stir to combine.', 'Top with the lager, pouring at a 45-degree angle, and stir briefly and gently to combine.', 'Garnish with a citrus slice. *Sour beer syrup: Add 1/2 cup sour beer and 1/2 cup raw sugar to a saucepan over medium-low heat, stirring until sugar has dissolved. Remove from heat and allow to cool. Will keep, refrigerated, for up to one week. Lemon Shandy 47 ratings']",6,vodka
https://www.liquor.com/pimms-fizz-cocktail-recipe-5101651,Pimm’s Fizz,Liquor.com,"The Pimm’s Cup is the most famous cocktail to feature the British gin-based liqueur, but it’s not the only game in town. Just look at the Pimm’s Fizz, a fun and frothy cocktail combining Pimm’s No. 1 with London dry gin, fresh lime juice, grenadine, ginger syrup, egg white and sparkling water. It brings all the refreshment you want from a Pimm’s Cup but lends additional flavors via the rich grenadine and spicy ginger. “I like to use Pimm’s as a great herbal note in cocktails,” says Matthew Betts, the beverage manager for Fielding’s , Sky Shed and Tune Up , all in Bozeman, Montana. Betts says the liqueur’s best attribute is its versatility, though it can be challenging to consider it poured into anything but the traditional fruit cup. And while others maintain that Pimm’s No. 1 should be the primary component of a cocktail, Betts believes it’s better when it shares a split base with another spirit. That’s what you see here, as Pimm’s shares the spotlight with Beefeater gin. The split base is enhanced by that uncommon mix of spicy and sweet, plus the egg white, which gives the whole affair a silky texture. “The spicy bite from ginger married with the herbal notes found in Pimm’s creates such an interesting yet balanced flavor,” says Betts. Pimm’s: What It Is and How to Use It. RELATED ARTICLE","[{'quantity': '1', 'unit': 'ounce', 'ingredient': 'gin'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'Pimm’s No. 1 liqueur'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lime juice'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'grenadine'}, {'quantity': '1/4', 'unit': 'ounce', 'ingredient': 'ginger syrup'}, {'quantity': '1', 'unit': '', 'ingredient': 'egg white'}, {'quantity': '', 'unit': '', 'ingredient': 'Club soda'}, {'quantity': '2-3', 'unit': '', 'ingredient': 'cranberries'}]","['Add the gin, Pimm’s No. 1, lime juice, grenadine, ginger syrup and egg white into a shaker and vigorously dry-shake (without ice).', 'Add ice and shake again until well-chilled.', 'Strain into a Collins glass over fresh ice.', 'Top with the club soda.', 'Garnish with 2 or 3 fresh cranberries.']",17,gin
https://www.liquor.com/gin-sour-cocktail-recipe-5101079,Gin Sour,Liquor.com,"You’ve likely had, or at least heard of, a Whiskey Sour, a standard in the dark-spirit cocktail canon, and the Pisco Sour, its light-spirited cousin from south of the Equator. But have you tried a Gin Sour yet? It’s essentially the same drink with a different spirit swapped in—a light, refreshing and mildly botanical sipper for any season or occasion. The classic sour format, dating back to the mid-19th century, calls for a spirit, lemon or lime juice, and a sweetener. A frothing element such as egg white or aquafaba (the liquid you’d usually drain from a can of chickpeas) is optional and adds a lovely layer of foamy texture atop the drink, which you can then decorate with bitters. If this format sounds familiar, it’s because many drinks follow it, such as the Gimlet —essentially a Gin Sour that calls for lime juice rather than lemon—and the Daiquiri and Tommy’s Margarita. (You’ll want to omit the egg white in all three of these drinks, though.) This recipe calls for a London dry gin, but feel free to switch it up with different types if you like; an Old Tom gin or even genever, gin's Dutch predecessor, both work well. And feel free to dial back the lemon juice and crank up the simple syrup by a quarter of an ounce if you prefer a sweeter version of the drink. There’s really no wrong way to make a Gin Sour.","[{'quantity': '2', 'unit': 'ounces', 'ingredient': 'London dry gin'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'lemon juice'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'simple syrup'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'egg white'}, {'quantity': '', 'unit': '', 'ingredient': 'lemon twist', 'note': 'Garnish'}, {'quantity': '3', 'unit': 'drops', 'ingredient': 'Angostura bitters'}]","['Add the gin, lemon juice, simple syrup and egg white (if using) into a shaker and vigorously dry-shake (without ice) if using egg white or aquafaba. (If not using egg white or aquafaba, skip the dry shake and move to the next step.)', 'Add ice and shake again until well-chilled.', 'Strain into a coupe glass.', 'Garnish with a lemon twist. Or if using egg white or aquafaba, decorate the frothy top with 3 to 5 drops of Angostura bitters.']",52,gin
https://www.liquor.com/14-hours-ahead-cocktail-recipe-5096893,14 Hours Ahead,Liquor.com,"Most cocktails that include tea as an ingredient generally incorporate it via steeping, generally in a spirit. This Japan-inspired sip from bartender and distiller Allen Katz, however, sees matcha powder added directly into the drink along with the other ingredients. The tea’s bitter flavor is brightened by both lemon and lime juices and smoothed with honey syrup and heavy cream, adding a luscious touch of richness and texture. It might not cure the transpacific jet lag invoked by the cocktail’s name (Tokyo being 14 time zones ahead of the East Coast), but the hefty dose of caffeine in the matcha will surely perk you up sufficiently for another round of drinks. Tea Cocktails You'll Want to Try RELATED ARTICLE","[{'quantity': '1 1/2', 'unit': 'ounces', 'ingredient': 'gin'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lemon juice,'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'lime juice,'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'honey syrup'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'heavy cream'}, {'quantity': '1', 'unit': 'teaspoon', 'ingredient': 'matcha'}]","['Add all ingredients into a shaker with ice and shake vigorously until well-chilled. (You may wish to dry-shake—without ice—first, then add ice and shake again to chill.)', 'Strain into a Collins glass over fresh ice.', 'Serve with a straw.']",18,gin
https://www.liquor.com/charlie-chaplin-cocktail-recipe-5094223,Charlie Chaplin,Liquor.com,"Named for the comedic actor of the early film era, this pre-Prohibition cocktail, largely forgotten in modern times, is rich and indulgent enough to evoke old Hollywood glamour. It was invented at New York City’s Waldorf Astoria hotel prior to the 1920s and was included in Albert Stevens Crockett’s 1934 “The Old Waldorf Astoria Bar Book,” where the recipe called for equal parts sloe gin, lemon juice and apricot brandy. The modern edition of the book, recently updated by Frank Caiafa, has slightly reimagined the drink as below. Do note that dilution is essential for this cocktail, which can veer toward syrupy. Shake it a little longer than you ordinarily might, or add a half ounce of water to the shaker with the other ingredients.","[{'quantity': '1', 'unit': 'ounce', 'ingredient': 'sloe gin (such as Plymouth)'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'apricot liqueur (such as Rothman & Winter)'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'lime juice'}]","['Add the sloe gin, apricot liqueur and lime juice into a shaker with ice and shake until well-chilled.', 'Strain into a chilled cocktail glass.']",34,gin
https://www.liquor.com/ghostclaw-cocktail-recipe-5088000,Ghostclaw,Kate Dingwall,"James Simpson, the beverage director at Espita Mezcaleria in Washington, D.C., created this sessionable highball inspired by the enormously popular hard seltzer that also lends part of its name to the cocktail. “It’s different from your traditional highball in the sense that we use real juice (albeit clarified),” says Simpson. “And the alcohol is considerably lower, making this a more sessionable choice. It’s more like a boozy Fresca than a Gin & Tonic .” Whether you choose to go with clarified juices or the easier freshly squeezed option, this fruity and herbaceous cocktail is perfect for sipping all afternoon and well into the night. Bartenders Are Getting on the Hard Seltzer Bandwagon RELATED ARTICLE","[{'quantity': '1 1/2', 'unit': 'ounces', 'ingredient': 'gin'}, {'quantity': '4', 'unit': 'tsp', 'ingredient': 'thyme'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'Combier pamplemousse rose liqueur'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'grapefruit juice'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'lemon juice'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'simple syrup'}, {'quantity': '2', 'unit': 'ounces', 'ingredient': 'club soda'}, {'quantity': '1/2', 'unit': 'fruit (3-3/4"" dia)', 'ingredient': 'grapefruit'}, {'quantity': '1', 'unit': 'tsp', 'ingredient': 'thyme'}]","['In a mixing glass, muddle the gin and thyme sprigs for 10 seconds, then fine-strain into a highball glass filled with ice.', 'Add the liqueur, grapefruit and lemon juices, and simple syrup.', 'Top with the club soda and stir briefly and gently to combine.', 'Garnish with a grapefruit twist and thyme sprig.']",6,gin
https://www.liquor.com/super-soup-cocktail-recipe-5086427,Super Soup,Tyler Zielinski,"Bartenders around the world are increasingly using lacto-fermented ingredients in their cocktails, adding unique flavors and a welcome jolt of acidity. With the Super Soup, Natasha Mesa, the bar manager at Deadshot in Portland, Oregon, employs the brine from lacto-fermented green tomatoes in a cocktail inspired by Thai flavors. Haven’t tried lacto-fermenting at home before? “The process is quite simple,” says Mesa. “Weigh your ingredient, add at least 2% salt by weight [of the food you’re fermenting] and wait. How many days it takes depends on how sour you want the final product to be.” How to Use Lacto-Fermented Ingredients in Cocktails","[{'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'Plymouth gin'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'Reyka vodka'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'tom yum syrup'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'lime juice, freshly squeezed'}, {'quantity': '1/2', 'unit': 'ounce', 'ingredient': 'coconut milk'}, {'quantity': '1', 'unit': 'barspoon', 'ingredient': 'lacto-fermented green tomato brine'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'ginger beer'}]","['Add all ingredients except the ginger beer into a shaker with ice and shake until well-chilled.', 'Strain into a Collins glass filled with ice.', 'Top with the ginger beer.']",10,gin
https://www.liquor.com/ginger-rogers-cocktail-recipe-5085884,Ginger Rogers,Liquor.com,"This refreshing drink, its name a play on its most pronounced flavor rather than an indication of its era, was created by bartender Marcovaldo Dionysos and rose to popularity while on the menu at Absinthe in San Francisco. Dionysos based it on the Favorite Cocktail in Jacques Straub’s 1914 book, “Drinks,” ramping up the spicy ginger flavors with an infused simple syrup . Do You Know These Famous People's Namesake Drinks? RELATED ARTICLE","[{'quantity': '8 to 10', 'unit': '', 'ingredient': 'mint leaves'}, {'quantity': '3/4', 'unit': 'ounce', 'ingredient': 'ginger syrup'}, {'quantity': '2', 'unit': 'ounces', 'ingredient': 'gin'}, {'quantity': '1', 'unit': 'ounce', 'ingredient': 'lemon juice'}, {'quantity': '2', 'unit': 'ounces', 'ingredient': 'Ginger ale'}, {'quantity': '', 'unit': '', 'ingredient': 'mint sprig', 'note': 'Garnish'}]","['Add the mint leaves and ginger syrup into a Collins glass and gently muddle.', 'Add the gin, lemon juice and ice.', 'Top with the ginger ale and gently stir to combine.', 'Garnish with a mint sprig.']",40,gin
